Country/Region,date,confirmed_so_far,rank,Continent
Jordan,04/03/20,310,84.0,Asia
Kazakhstan,04/03/20,464,73.0,Asia
Kenya,04/03/20,122,110.0,Africa
Kiribati,04/03/20,0,174.0,Oceania
"Korea, South",04/03/20,10062,15.0,Asia
Kosovo,04/03/20,126,109.0,
Kuwait,04/03/20,417,78.0,Asia
Kyrgyzstan,04/03/20,130,108.0,Asia
Latvia,04/03/20,493,71.0,Europe
Lebanon,04/03/20,508,69.0,Asia
Lesotho,04/03/20,0,175.0,Africa
Liberia,04/03/20,7,158.0,Africa
Libya,04/03/20,11,146.0,Africa
Liechtenstein,04/03/20,76,116.0,Europe
Lithuania,04/03/20,631,64.0,Europe
Luxembourg,04/03/20,2612,34.0,Europe
Madagascar,04/03/20,70,118.0,Africa
Malawi,04/03/20,3,168.0,Africa
Malaysia,04/03/20,3333,29.0,Asia
Maldives,04/03/20,19,135.0,Asia
Mali,04/03/20,39,128.0,Africa
Malta,04/03/20,202,98.0,Europe
Marshall Islands,04/03/20,0,176.0,Oceania
Mauritania,04/03/20,6,161.0,Africa
Mauritius,04/03/20,186,100.0,Africa
Mexico,04/03/20,1688,39.0,North America
Moldova,04/03/20,591,66.0,Europe
Monaco,04/03/20,64,119.0,Europe
Mongolia,04/03/20,14,141.0,Asia
Montenegro,04/03/20,174,101.0,Europe
Morocco,04/03/20,791,61.0,Africa
Mozambique,04/03/20,10,147.0,Africa
Namibia,04/03/20,14,142.0,Africa
Nepal,04/03/20,6,162.0,Asia
Netherlands,04/03/20,15821,12.0,Europe
New Zealand,04/03/20,868,59.0,Oceania
Nicaragua,04/03/20,5,164.0,North America
Niger,04/03/20,120,111.0,Africa
Nigeria,04/03/20,210,95.0,Africa
North Macedonia,04/03/20,430,77.0,
Norway,04/03/20,5370,20.0,Europe
Oman,04/03/20,252,89.0,Asia
Pakistan,04/03/20,2818,33.0,Asia
Palau,04/03/20,0,177.0,Oceania
Panama,04/03/20,1475,46.0,North America
Papua New Guinea,04/03/20,1,171.0,Oceania
Paraguay,04/03/20,92,114.0,South America
Peru,04/03/20,1595,42.0,South America
Philippines,04/03/20,3018,32.0,Asia
Poland,04/03/20,3383,27.0,Europe
Portugal,04/03/20,9886,16.0,Europe
Qatar,04/03/20,1075,54.0,Asia
Romania,04/03/20,3183,30.0,Europe
Russia,04/03/20,4149,23.0,Asia
Rwanda,04/03/20,89,115.0,Africa
Saint Lucia,04/03/20,13,143.0,North America
Saint Vincent and the Grenadines,04/03/20,3,169.0,North America
Samoa,04/03/20,0,178.0,Oceania
San Marino,04/03/20,245,90.0,Europe
Sao Tome and Principe,04/03/20,0,179.0,Africa
Saudi Arabia,04/03/20,2039,36.0,Asia
Senegal,04/03/20,207,96.0,Africa
Serbia,04/03/20,1476,45.0,Europe
Seychelles,04/03/20,10,148.0,Africa
Sierra Leone,04/03/20,2,170.0,Africa
Singapore,04/03/20,1114,52.0,Asia
Slovakia,04/03/20,450,74.0,Europe
Slovenia,04/03/20,934,58.0,Europe
Solomon Islands,04/03/20,0,180.0,Oceania
Somalia,04/03/20,7,159.0,Africa
South Africa,04/03/20,1505,43.0,Africa
South Sudan,04/03/20,0,181.0,Africa
Spain,04/03/20,119199,3.0,Europe
Sri Lanka,04/03/20,159,102.0,Asia
Sudan,04/03/20,10,149.0,Africa
Suriname,04/03/20,10,150.0,South America
Sweden,04/03/20,6475,19.0,Europe
Switzerland,04/03/20,19606,10.0,Europe
Taiwan*,04/03/20,348,83.0,
Tajikistan,04/03/20,0,182.0,Asia
Tanzania,04/03/20,20,134.0,Africa
Thailand,04/03/20,1978,38.0,Asia
Timor-Leste,04/03/20,1,172.0,
Togo,04/03/20,40,127.0,Africa
Trinidad and Tobago,04/03/20,98,113.0,North America
Tunisia,04/03/20,495,70.0,Africa
Turkey,04/03/20,20921,9.0,Asia
US,04/03/20,289116,1.0,North America
Uganda,04/03/20,48,124.0,Africa
Ukraine,04/03/20,1072,55.0,Europe
United Arab Emirates,04/03/20,1264,50.0,Asia
United Kingdom,04/03/20,53699,7.0,Europe
Uruguay,04/03/20,386,81.0,South America
Uzbekistan,04/03/20,227,92.0,Asia
Vanuatu,04/03/20,0,183.0,Oceania
Venezuela,04/03/20,153,104.0,South America
Vietnam,04/03/20,237,91.0,Asia
West Bank and Gaza,04/03/20,194,99.0,
Zambia,04/03/20,39,129.0,Africa
Zimbabwe,04/03/20,9,152.0,Africa
Afghanistan,04/04/20,300,87.0,Asia
Albania,04/04/20,333,84.0,Europe
Algeria,04/04/20,1251,52.0,Africa
Andorra,04/04/20,466,78.0,Europe
Angola,04/04/20,10,148.0,Africa
Antigua and Barbuda,04/04/20,15,141.0,North America
Argentina,04/04/20,1451,48.0,South America
Armenia,04/04/20,770,62.0,Europe
Australia,04/04/20,5550,20.0,Oceania
Austria,04/04/20,11781,14.0,Europe
Azerbaijan,04/04/20,521,71.0,Europe
Bahrain,04/04/20,688,64.0,Asia
Bangladesh,04/04/20,70,118.0,Asia
Barbados,04/04/20,52,124.0,North America
Belarus,04/04/20,440,79.0,Europe
Belgium,04/04/20,18431,11.0,Europe
Belize,04/04/20,4,166.0,North America
Benin,04/04/20,16,139.0,Africa
Bhutan,04/04/20,5,164.0,Asia
Bolivia,04/04/20,139,108.0,South America
Bosnia and Herzegovina,04/04/20,624,67.0,Europe
Botswana,04/04/20,4,167.0,Africa
Brazil,04/04/20,10360,16.0,South America
Brunei,04/04/20,135,109.0,Asia
Bulgaria,04/04/20,503,74.0,Europe
Burkina Faso,04/04/20,318,86.0,Africa
Burundi,04/04/20,3,170.0,Africa
Cabo Verde,04/04/20,7,159.0,Africa
Cambodia,04/04/20,114,112.0,Asia
Cameroon,04/04/20,555,68.0,Africa
Canada,04/04/20,14906,13.0,North America
Central African Republic,04/04/20,8,158.0,Africa
Chad,04/04/20,9,154.0,Africa
Chile,04/04/20,4355,25.0,South America
China,04/04/20,82543,5.0,Asia
Colombia,04/04/20,1406,50.0,South America
Comoros,04/04/20,0,173.0,Africa
Congo (Brazzaville),04/04/20,22,132.0,
Congo (Kinshasa),04/04/20,154,105.0,
Costa Rica,04/04/20,435,80.0,North America
Cote d'Ivoire,04/04/20,245,93.0,
Croatia,04/04/20,1126,55.0,Europe
Cuba,04/04/20,288,88.0,North America
Cyprus,04/04/20,426,81.0,Europe
Czechia,04/04/20,4472,24.0,
Denmark,04/04/20,4269,26.0,Europe
Djibouti,04/04/20,50,125.0,Africa
Dominica,04/04/20,14,142.0,North America
Dominican Republic,04/04/20,1488,47.0,North America
Ecuador,04/04/20,3465,31.0,South America
Egypt,04/04/20,1070,56.0,Africa
El Salvador,04/04/20,56,122.0,North America
Equatorial Guinea,04/04/20,16,140.0,Africa
Estonia,04/04/20,1039,57.0,Europe
Eswatini,04/04/20,9,155.0,
Ethiopia,04/04/20,38,130.0,Africa
Fiji,04/04/20,12,146.0,Oceania
Finland,04/04/20,1882,40.0,Europe
France,04/04/20,47378,8.0,Europe
Gabon,04/04/20,21,133.0,Africa
Georgia,04/04/20,162,103.0,Europe
Germany,04/04/20,96092,4.0,Europe
Ghana,04/04/20,205,99.0,Africa
Greece,04/04/20,1673,42.0,Europe
Grenada,04/04/20,12,147.0,North America
Guatemala,04/04/20,61,121.0,North America
Guinea,04/04/20,111,113.0,Africa
Guinea-Bissau,04/04/20,18,136.0,Africa
Guyana,04/04/20,23,131.0,South America
Haiti,04/04/20,18,137.0,North America
Holy See,04/04/20,7,160.0,
Honduras,04/04/20,264,91.0,North America
Hungary,04/04/20,678,66.0,Europe
Iceland,04/04/20,1417,49.0,Europe
India,04/04/20,3082,34.0,Asia
Indonesia,04/04/20,2092,37.0,Asia
Iran,04/04/20,55743,7.0,Asia
Iraq,04/04/20,878,61.0,Asia
Ireland,04/04/20,4604,23.0,Europe
Israel,04/04/20,8157,18.0,Asia
Italy,04/04/20,124632,3.0,Europe
Jamaica,04/04/20,53,123.0,North America
Japan,04/04/20,3525,29.0,Asia
Jordan,04/04/20,323,85.0,Asia
Kazakhstan,04/04/20,531,70.0,Asia
Kenya,04/04/20,126,111.0,Africa
Kiribati,04/04/20,0,174.0,Oceania
"Korea, South",04/04/20,10156,17.0,Asia
Kosovo,04/04/20,135,110.0,
Kuwait,04/04/20,479,76.0,Asia
Kyrgyzstan,04/04/20,144,106.0,Asia
Latvia,04/04/20,509,73.0,Europe
Lebanon,04/04/20,520,72.0,Asia
Lesotho,04/04/20,0,175.0,Africa
Liberia,04/04/20,10,149.0,Africa
Libya,04/04/20,18,138.0,Africa
Liechtenstein,04/04/20,77,117.0,Europe
Lithuania,04/04/20,683,65.0,Europe
Luxembourg,04/04/20,2729,35.0,Europe
Madagascar,04/04/20,70,119.0,Africa
Malawi,04/04/20,4,168.0,Africa
Malaysia,04/04/20,3483,30.0,Asia
Maldives,04/04/20,19,135.0,Asia
Mali,04/04/20,41,127.0,Africa
Malta,04/04/20,213,98.0,Europe
Marshall Islands,04/04/20,0,176.0,Oceania
Mauritania,04/04/20,6,163.0,Africa
Mauritius,04/04/20,196,101.0,Africa
Mexico,04/04/20,1890,39.0,North America
Moldova,04/04/20,752,63.0,Europe
Monaco,04/04/20,66,120.0,Europe
Mongolia,04/04/20,14,143.0,Asia
Montenegro,04/04/20,201,100.0,Europe
Morocco,04/04/20,919,60.0,Africa
Mozambique,04/04/20,10,150.0,Africa
Namibia,04/04/20,14,144.0,Africa
Nepal,04/04/20,9,156.0,Asia
Netherlands,04/04/20,16727,12.0,Europe
New Zealand,04/04/20,950,59.0,Oceania
Nicaragua,04/04/20,5,165.0,North America
Niger,04/04/20,144,107.0,Africa
Nigeria,04/04/20,214,97.0,Africa
North Macedonia,04/04/20,483,75.0,
Norway,04/04/20,5550,21.0,Europe
Oman,04/04/20,277,89.0,Asia
Pakistan,04/04/20,3157,32.0,Asia
Palau,04/04/20,0,177.0,Oceania
Panama,04/04/20,1673,43.0,North America
Papua New Guinea,04/04/20,1,171.0,Oceania
Paraguay,04/04/20,96,116.0,South America
Peru,04/04/20,1746,41.0,South America
Philippines,04/04/20,3094,33.0,Asia
Poland,04/04/20,3627,27.0,Europe
Portugal,04/04/20,10524,15.0,Europe
Qatar,04/04/20,1325,51.0,Asia
Romania,04/04/20,3613,28.0,Europe
Russia,04/04/20,4731,22.0,Asia
Rwanda,04/04/20,102,115.0,Africa
Saint Lucia,04/04/20,14,145.0,North America
Saint Vincent and the Grenadines,04/04/20,7,161.0,North America
Samoa,04/04/20,0,178.0,Oceania
San Marino,04/04/20,259,92.0,Europe
Sao Tome and Principe,04/04/20,0,179.0,Africa
Saudi Arabia,04/04/20,2179,36.0,Asia
Senegal,04/04/20,219,95.0,Africa
Serbia,04/04/20,1624,44.0,Europe
Seychelles,04/04/20,10,151.0,Africa
Sierra Leone,04/04/20,4,169.0,Africa
Singapore,04/04/20,1189,54.0,Asia
Slovakia,04/04/20,471,77.0,Europe
Slovenia,04/04/20,977,58.0,Europe
Solomon Islands,04/04/20,0,180.0,Oceania
Somalia,04/04/20,7,162.0,Africa
South Africa,04/04/20,1585,45.0,Africa
South Sudan,04/04/20,0,181.0,Africa
Spain,04/04/20,126168,2.0,Europe
Sri Lanka,04/04/20,166,102.0,Asia
Sudan,04/04/20,10,152.0,Africa
Suriname,04/04/20,10,153.0,South America
Sweden,04/04/20,6832,19.0,Europe
Switzerland,04/04/20,20505,10.0,Europe
Taiwan*,04/04/20,355,83.0,
Tajikistan,04/04/20,0,182.0,Asia
Tanzania,04/04/20,20,134.0,Africa
Thailand,04/04/20,2067,38.0,Asia
Timor-Leste,04/04/20,1,172.0,
Togo,04/04/20,41,128.0,Africa
Trinidad and Tobago,04/04/20,103,114.0,North America
Tunisia,04/04/20,553,69.0,Africa
Turkey,04/04/20,23934,9.0,Asia
US,04/04/20,321502,1.0,North America
Uganda,04/04/20,48,126.0,Africa
Ukraine,04/04/20,1225,53.0,Europe
United Arab Emirates,04/04/20,1505,46.0,Asia
United Kingdom,04/04/20,57772,6.0,Europe
Uruguay,04/04/20,400,82.0,South America
Uzbekistan,04/04/20,266,90.0,Asia
Vanuatu,04/04/20,0,183.0,Oceania
Venezuela,04/04/20,155,104.0,South America
Vietnam,04/04/20,240,94.0,Asia
West Bank and Gaza,04/04/20,217,96.0,
Zambia,04/04/20,39,129.0,Africa
Zimbabwe,04/04/20,9,157.0,Africa
Afghanistan,04/05/20,338,88.0,Asia
Albania,04/05/20,361,84.0,Europe
Algeria,04/05/20,1320,52.0,Africa
Andorra,04/05/20,501,78.0,Europe
Angola,04/05/20,14,143.0,Africa
Antigua and Barbuda,04/05/20,15,142.0,North America
Argentina,04/05/20,1451,51.0,South America
Armenia,04/05/20,822,63.0,Europe
Australia,04/05/20,5687,20.0,Oceania
Austria,04/05/20,12051,14.0,Europe
Azerbaijan,04/05/20,584,69.0,Europe
Bahrain,04/05/20,700,66.0,Asia
Bangladesh,04/05/20,88,117.0,Asia
Barbados,04/05/20,56,125.0,North America
Belarus,04/05/20,562,72.0,Europe
Belgium,04/05/20,19691,11.0,Europe
Belize,04/05/20,5,167.0,North America
Benin,04/05/20,22,133.0,Africa
Bhutan,04/05/20,5,168.0,Asia
Bolivia,04/05/20,157,106.0,South America
Bosnia and Herzegovina,04/05/20,654,67.0,Europe
Botswana,04/05/20,6,163.0,Africa
Brazil,04/05/20,11130,16.0,South America
Brunei,04/05/20,135,111.0,Asia
Bulgaria,04/05/20,531,76.0,Europe
Burkina Faso,04/05/20,345,85.0,Africa
Burundi,04/05/20,3,170.0,Africa
Cabo Verde,04/05/20,7,159.0,Africa
Cambodia,04/05/20,114,113.0,Asia
Cameroon,04/05/20,650,68.0,Africa
Canada,04/05/20,16475,13.0,North America
Central African Republic,04/05/20,8,158.0,Africa
Chad,04/05/20,9,154.0,Africa
Chile,04/05/20,4665,24.0,South America
China,04/05/20,82602,5.0,Asia
Colombia,04/05/20,1485,50.0,South America
Comoros,04/05/20,0,174.0,Africa
Congo (Brazzaville),04/05/20,45,127.0,
Congo (Kinshasa),04/05/20,154,107.0,
Costa Rica,04/05/20,454,80.0,North America
Cote d'Ivoire,04/05/20,261,93.0,
Croatia,04/05/20,1182,55.0,Europe
Cuba,04/05/20,320,89.0,North America
Cyprus,04/05/20,446,81.0,Europe
Czechia,04/05/20,4587,25.0,
Denmark,04/05/20,4561,26.0,Europe
Djibouti,04/05/20,59,123.0,Africa
Dominica,04/05/20,14,144.0,North America
Dominican Republic,04/05/20,1745,45.0,North America
Ecuador,04/05/20,3646,32.0,South America
Egypt,04/05/20,1173,56.0,Africa
El Salvador,04/05/20,62,121.0,North America
Equatorial Guinea,04/05/20,16,140.0,Africa
Estonia,04/05/20,1097,57.0,Europe
Eswatini,04/05/20,9,155.0,
Ethiopia,04/05/20,43,130.0,Africa
Fiji,04/05/20,12,148.0,Oceania
Finland,04/05/20,1927,41.0,Europe
France,04/05/20,48233,8.0,Europe
Gabon,04/05/20,21,135.0,Africa
Georgia,04/05/20,174,104.0,Europe
Germany,04/05/20,100123,4.0,Europe
Ghana,04/05/20,214,100.0,Africa
Greece,04/05/20,1735,46.0,Europe
Grenada,04/05/20,12,149.0,North America
Guatemala,04/05/20,61,122.0,North America
Guinea,04/05/20,121,112.0,Africa
Guinea-Bissau,04/05/20,18,137.0,Africa
Guyana,04/05/20,24,132.0,South America
Haiti,04/05/20,18,138.0,North America
Holy See,04/05/20,7,160.0,
Honduras,04/05/20,268,91.0,North America
Hungary,04/05/20,733,64.0,Europe
Iceland,04/05/20,1486,49.0,Europe
India,04/05/20,3588,33.0,Asia
Indonesia,04/05/20,2273,38.0,Asia
Iran,04/05/20,58226,7.0,Asia
Iraq,04/05/20,961,61.0,Asia
Ireland,04/05/20,4994,23.0,Europe
Israel,04/05/20,8740,18.0,Asia
Italy,04/05/20,128948,3.0,Europe
Jamaica,04/05/20,58,124.0,North America
Japan,04/05/20,3876,28.0,Asia
Jordan,04/05/20,345,86.0,Asia
Kazakhstan,04/05/20,584,70.0,Asia
Kenya,04/05/20,142,109.0,Africa
Kiribati,04/05/20,0,175.0,Oceania
"Korea, South",04/05/20,10237,17.0,Asia
Kosovo,04/05/20,140,110.0,
Kuwait,04/05/20,556,73.0,Asia
Kyrgyzstan,04/05/20,147,108.0,Asia
Latvia,04/05/20,533,75.0,Europe
Lebanon,04/05/20,527,77.0,Asia
Lesotho,04/05/20,0,176.0,Africa
Liberia,04/05/20,13,147.0,Africa
Libya,04/05/20,18,139.0,Africa
Liechtenstein,04/05/20,77,118.0,Europe
Lithuania,04/05/20,716,65.0,Europe
Luxembourg,04/05/20,2804,35.0,Europe
Madagascar,04/05/20,72,120.0,Africa
Malawi,04/05/20,4,169.0,Africa
Malaysia,04/05/20,3662,31.0,Asia
Maldives,04/05/20,19,136.0,Asia
Mali,04/05/20,45,128.0,Africa
Malta,04/05/20,227,97.0,Europe
Marshall Islands,04/05/20,0,177.0,Oceania
Mauritania,04/05/20,6,164.0,Africa
Mauritius,04/05/20,227,98.0,Africa
Mexico,04/05/20,2143,40.0,North America
Moldova,04/05/20,864,62.0,Europe
Monaco,04/05/20,73,119.0,Europe
Mongolia,04/05/20,14,145.0,Asia
Montenegro,04/05/20,214,101.0,Europe
Morocco,04/05/20,1021,59.0,Africa
Mozambique,04/05/20,10,151.0,Africa
Namibia,04/05/20,16,141.0,Africa
Nepal,04/05/20,9,156.0,Asia
Netherlands,04/05/20,17953,12.0,Europe
New Zealand,04/05/20,1039,58.0,Oceania
Nicaragua,04/05/20,6,165.0,North America
Niger,04/05/20,184,102.0,Africa
Nigeria,04/05/20,232,96.0,Africa
North Macedonia,04/05/20,555,74.0,
Norway,04/05/20,5687,21.0,Europe
Oman,04/05/20,298,90.0,Asia
Pakistan,04/05/20,3766,30.0,Asia
Palau,04/05/20,0,178.0,Oceania
Panama,04/05/20,1801,43.0,North America
Papua New Guinea,04/05/20,1,171.0,Oceania
Paraguay,04/05/20,104,114.0,South America
Peru,04/05/20,2281,37.0,South America
Philippines,04/05/20,3246,34.0,Asia
Poland,04/05/20,4102,27.0,Europe
Portugal,04/05/20,11278,15.0,Europe
Qatar,04/05/20,1604,48.0,Asia
Romania,04/05/20,3864,29.0,Europe
Russia,04/05/20,5389,22.0,Asia
Rwanda,04/05/20,104,115.0,Africa
Saint Lucia,04/05/20,14,146.0,North America
Saint Vincent and the Grenadines,04/05/20,7,161.0,North America
Samoa,04/05/20,0,179.0,Oceania
San Marino,04/05/20,266,92.0,Europe
Sao Tome and Principe,04/05/20,0,180.0,Africa
Saudi Arabia,04/05/20,2402,36.0,Asia
Senegal,04/05/20,222,99.0,Africa
Serbia,04/05/20,1908,42.0,Europe
Seychelles,04/05/20,10,152.0,Africa
Sierra Leone,04/05/20,6,166.0,Africa
Singapore,04/05/20,1309,53.0,Asia
Slovakia,04/05/20,485,79.0,Europe
Slovenia,04/05/20,997,60.0,Europe
Solomon Islands,04/05/20,0,181.0,Oceania
Somalia,04/05/20,7,162.0,Africa
South Africa,04/05/20,1655,47.0,Africa
South Sudan,04/05/20,1,172.0,Africa
Spain,04/05/20,131646,2.0,Europe
Sri Lanka,04/05/20,176,103.0,Asia
Sudan,04/05/20,12,150.0,Africa
Suriname,04/05/20,10,153.0,South America
Sweden,04/05/20,7172,19.0,Europe
Switzerland,04/05/20,21100,10.0,Europe
Taiwan*,04/05/20,363,83.0,
Tajikistan,04/05/20,0,182.0,Asia
Tanzania,04/05/20,22,134.0,Africa
Thailand,04/05/20,2169,39.0,Asia
Timor-Leste,04/05/20,1,173.0,
Togo,04/05/20,44,129.0,Africa
Trinidad and Tobago,04/05/20,104,116.0,North America
Tunisia,04/05/20,574,71.0,Africa
Turkey,04/05/20,27069,9.0,Asia
US,04/05/20,351397,1.0,North America
Uganda,04/05/20,52,126.0,Africa
Ukraine,04/05/20,1308,54.0,Europe
United Arab Emirates,04/05/20,1799,44.0,Asia
United Kingdom,04/05/20,61422,6.0,Europe
Uruguay,04/05/20,406,82.0,South America
Uzbekistan,04/05/20,342,87.0,Asia
Vanuatu,04/05/20,0,183.0,Oceania
Venezuela,04/05/20,159,105.0,South America
Vietnam,04/05/20,241,94.0,Asia
West Bank and Gaza,04/05/20,237,95.0,
Zambia,04/05/20,39,131.0,Africa
Zimbabwe,04/05/20,9,157.0,Africa
Afghanistan,04/06/20,368,86.0,Asia
Albania,04/06/20,377,84.0,Europe
Algeria,04/06/20,1423,52.0,Africa
Andorra,04/06/20,525,79.0,Europe
Angola,04/06/20,16,140.0,Africa
Antigua and Barbuda,04/06/20,15,143.0,North America
Argentina,04/06/20,1554,51.0,South America
Armenia,04/06/20,833,63.0,Europe
Australia,04/06/20,5797,22.0,Oceania
Austria,04/06/20,12297,14.0,Europe
Azerbaijan,04/06/20,641,72.0,Europe
Bahrain,04/06/20,756,64.0,Asia
Bangladesh,04/06/20,123,113.0,Asia
Barbados,04/06/20,60,124.0,North America
Belarus,04/06/20,700,67.0,Europe
Belgium,04/06/20,20814,11.0,Europe
Belize,04/06/20,7,159.0,North America
Benin,04/06/20,26,133.0,Africa
Bhutan,04/06/20,5,168.0,Asia
Bolivia,04/06/20,183,105.0,South America
Bosnia and Herzegovina,04/06/20,674,68.0,Europe
Botswana,04/06/20,6,164.0,Africa
Brazil,04/06/20,12161,15.0,South America
Brunei,04/06/20,135,111.0,Asia
Bulgaria,04/06/20,549,75.0,Europe
Burkina Faso,04/06/20,364,87.0,Africa
Burundi,04/06/20,3,171.0,Africa
Cabo Verde,04/06/20,7,160.0,Africa
Cambodia,04/06/20,114,114.0,Asia
Cameroon,04/06/20,658,71.0,Africa
Canada,04/06/20,17521,13.0,North America
Central African Republic,04/06/20,8,158.0,Africa
Chad,04/06/20,9,156.0,Africa
Chile,04/06/20,5009,24.0,South America
China,04/06/20,82665,5.0,Asia
Colombia,04/06/20,1579,49.0,South America
Comoros,04/06/20,0,175.0,Africa
Congo (Brazzaville),04/06/20,45,129.0,
Congo (Kinshasa),04/06/20,161,108.0,
Costa Rica,04/06/20,467,80.0,North America
Cote d'Ivoire,04/06/20,323,91.0,
Croatia,04/06/20,1222,56.0,Europe
Cuba,04/06/20,350,88.0,North America
Cyprus,04/06/20,465,81.0,Europe
Czechia,04/06/20,4822,26.0,
Denmark,04/06/20,4875,25.0,Europe
Djibouti,04/06/20,90,118.0,Africa
Dominica,04/06/20,15,144.0,North America
Dominican Republic,04/06/20,1828,46.0,North America
Ecuador,04/06/20,3747,33.0,South America
Egypt,04/06/20,1322,54.0,Africa
El Salvador,04/06/20,69,123.0,North America
Equatorial Guinea,04/06/20,16,141.0,Africa
Estonia,04/06/20,1108,58.0,Europe
Eswatini,04/06/20,10,152.0,
Ethiopia,04/06/20,44,130.0,Africa
Fiji,04/06/20,14,146.0,Oceania
Finland,04/06/20,2176,42.0,Europe
France,04/06/20,50887,8.0,Europe
Gabon,04/06/20,24,134.0,Africa
Georgia,04/06/20,188,104.0,Europe
Germany,04/06/20,103374,4.0,Europe
Ghana,04/06/20,214,103.0,Africa
Greece,04/06/20,1755,47.0,Europe
Grenada,04/06/20,12,149.0,North America
Guatemala,04/06/20,70,122.0,North America
Guinea,04/06/20,128,112.0,Africa
Guinea-Bissau,04/06/20,18,139.0,Africa
Guyana,04/06/20,31,132.0,South America
Haiti,04/06/20,21,136.0,North America
Holy See,04/06/20,7,161.0,
Honduras,04/06/20,298,92.0,North America
Hungary,04/06/20,744,66.0,Europe
Iceland,04/06/20,1562,50.0,Europe
India,04/06/20,4778,27.0,Asia
Indonesia,04/06/20,2491,38.0,Asia
Iran,04/06/20,60500,7.0,Asia
Iraq,04/06/20,1031,60.0,Asia
Ireland,04/06/20,5364,23.0,Europe
Israel,04/06/20,9191,18.0,Asia
Italy,04/06/20,132547,3.0,Europe
Jamaica,04/06/20,58,125.0,North America
Japan,04/06/20,4110,29.0,Asia
Jordan,04/06/20,349,89.0,Asia
Kazakhstan,04/06/20,662,70.0,Asia
Kenya,04/06/20,158,109.0,Africa
Kiribati,04/06/20,0,176.0,Oceania
"Korea, South",04/06/20,10284,17.0,Asia
Kosovo,04/06/20,145,110.0,
Kuwait,04/06/20,665,69.0,Asia
Kyrgyzstan,04/06/20,216,102.0,Asia
Latvia,04/06/20,542,76.0,Europe
Lebanon,04/06/20,541,77.0,Asia
Lesotho,04/06/20,0,177.0,Africa
Liberia,04/06/20,14,147.0,Africa
Libya,04/06/20,19,137.0,Africa
Liechtenstein,04/06/20,77,120.0,Europe
Lithuania,04/06/20,750,65.0,Europe
Luxembourg,04/06/20,2843,35.0,Europe
Madagascar,04/06/20,82,119.0,Africa
Malawi,04/06/20,5,169.0,Africa
Malaysia,04/06/20,3793,32.0,Asia
Maldives,04/06/20,19,138.0,Asia
Mali,04/06/20,47,128.0,Africa
Malta,04/06/20,241,98.0,Europe
Marshall Islands,04/06/20,0,178.0,Oceania
Mauritania,04/06/20,6,165.0,Africa
Mauritius,04/06/20,244,97.0,Africa
Mexico,04/06/20,2439,39.0,North America
Moldova,04/06/20,965,62.0,Europe
Monaco,04/06/20,77,121.0,Europe
Mongolia,04/06/20,15,145.0,Asia
Montenegro,04/06/20,233,100.0,Europe
Morocco,04/06/20,1120,57.0,Africa
Mozambique,04/06/20,10,153.0,Africa
Namibia,04/06/20,16,142.0,Africa
Nepal,04/06/20,9,157.0,Asia
Netherlands,04/06/20,18926,12.0,Europe
New Zealand,04/06/20,1106,59.0,Oceania
Nicaragua,04/06/20,6,166.0,North America
Niger,04/06/20,253,95.0,Africa
Nigeria,04/06/20,238,99.0,Africa
North Macedonia,04/06/20,570,74.0,
Norway,04/06/20,5865,21.0,Europe
Oman,04/06/20,331,90.0,Asia
Pakistan,04/06/20,4035,31.0,Asia
Palau,04/06/20,0,179.0,Oceania
Panama,04/06/20,1988,44.0,North America
Papua New Guinea,04/06/20,2,172.0,Oceania
Paraguay,04/06/20,113,115.0,South America
Peru,04/06/20,2561,37.0,South America
Philippines,04/06/20,3660,34.0,Asia
Poland,04/06/20,4413,28.0,Europe
Portugal,04/06/20,11730,16.0,Europe
Qatar,04/06/20,1832,45.0,Asia
Romania,04/06/20,4057,30.0,Europe
Russia,04/06/20,6343,20.0,Asia
Rwanda,04/06/20,105,116.0,Africa
Saint Lucia,04/06/20,14,148.0,North America
Saint Vincent and the Grenadines,04/06/20,7,162.0,North America
Samoa,04/06/20,0,180.0,Oceania
San Marino,04/06/20,266,93.0,Europe
Sao Tome and Principe,04/06/20,4,170.0,Africa
Saudi Arabia,04/06/20,2605,36.0,Asia
Senegal,04/06/20,226,101.0,Africa
Serbia,04/06/20,2200,41.0,Europe
Seychelles,04/06/20,11,151.0,Africa
Sierra Leone,04/06/20,6,167.0,Africa
Singapore,04/06/20,1375,53.0,Asia
Slovakia,04/06/20,534,78.0,Europe
Slovenia,04/06/20,1021,61.0,Europe
Solomon Islands,04/06/20,0,181.0,Oceania
Somalia,04/06/20,7,163.0,Africa
South Africa,04/06/20,1686,48.0,Africa
South Sudan,04/06/20,1,173.0,Africa
Spain,04/06/20,136675,2.0,Europe
Sri Lanka,04/06/20,178,106.0,Asia
Sudan,04/06/20,12,150.0,Africa
Suriname,04/06/20,10,154.0,South America
Sweden,04/06/20,7561,19.0,Europe
Switzerland,04/06/20,21657,10.0,Europe
Taiwan*,04/06/20,373,85.0,
Tajikistan,04/06/20,0,182.0,Asia
Tanzania,04/06/20,24,135.0,Africa
Thailand,04/06/20,2220,40.0,Asia
Timor-Leste,04/06/20,1,174.0,
Togo,04/06/20,58,126.0,Africa
Trinidad and Tobago,04/06/20,105,117.0,North America
Tunisia,04/06/20,596,73.0,Africa
Turkey,04/06/20,30217,9.0,Asia
US,04/06/20,382787,1.0,North America
Uganda,04/06/20,52,127.0,Africa
